Ticker,Company,n_positions,avg_trade,total_pnl,worst_trade,best_trade,win_rate,avg_si
BMN,Bannerman Resources,15,-0.030392857081759095,-0.007334441537184438,-0.32167836015361817,0.24731184339396484,0.4666666666666667,2.5193333333333334
MYS,Mystate Limited,22,-0.020065344104865032,-0.007429493594712235,-0.1230282207624882,0.05178003759473404,0.3181818181818182,0.25
EVN,Evolution Mining Ltd,15,-0.03134590149982165,-0.007847631553262895,-0.16427658464902506,0.19949491445637113,0.3333333333333333,1.09
PET,Phoslock Env Tec Ltd,3,-0.16365005639081698,-0.008048363429056574,-0.5294117131447738,0.03846154397232282,0.3333333333333333,0.0
AEF,Australian Ethical,8,-0.06242600674432565,-0.00819398723843464,-0.208849202999976,0.1296623977970226,0.375,0.37375
FML,Focus Minerals Ltd,7,-0.07562295716630786,-0.008607211541331069,-0.407407333821429,0.2519230293098974,0.42857142857142855,0.0014285714285714286
MP1,Megaport Limited,5,-0.11361183263582109,-0.009312445298018123,-0.3051642356927593,0.09712229629683633,0.2,7.328
BOE,Boss Resources Ltd,8,-0.07135067626107736,-0.009350170861623059,-0.35542171400125344,0.15193369328831918,0.5,11.635
MIN,Mineral Resources.,24,-0.022355000017623514,-0.009399591996808709,-0.5230914580889787,0.3507718873165895,0.375,9.491666666666667
WGN,Wagners Hld Company,6,-0.09153698427884403,-0.009533164353040639,-0.311111073827548,0.1357757878732292,0.3333333333333333,0.37833333333333335
SVL,Silver Mines Limited,11,-0.05266957167716029,-0.009584679139643936,-0.3750000232830648,0.23809523133734167,0.45454545454545453,0.6454545454545454
DYL,Deep Yellow Limited,13,-0.04512036540517535,-0.009754924551220475,-0.38461539872299344,0.1854103046105371,0.5384615384615384,5.849230769230768
ALC,Alcidion Group Ltd,6,-0.10452718534701817,-0.01031069035313703,-0.5208332977619854,0.1724137620962749,0.3333333333333333,0.021666666666666667
ADH,Adairs Limited,4,-0.16073120742380745,-0.010824298677378868,-0.42477817093653747,0.039325805033903705,0.25,2.355
ARU,Arafura Resource Ltd,18,-0.03634436257336001,-0.010890519166739658,-0.3793104050700946,0.1538460891862804,0.5,4.226111111111111
MME,Moneyme Limited,14,-0.04803809302075712,-0.010968886755537626,-0.6891891674197794,0.157894669766239,0.5714285714285714,0.002857142857142857
