feature,mean_abs_shap
operatingProfitMargin_rk,0.0010348411400496094
depreciationAndAmortization_rk,0.0010288676646438115
interestDebtPerShare_rk,0.0010026129488345846
tenYNetIncomeGrowthPerShare_rk,0.001000997383282157
grossProfitMargin_rk,0.0009961830201731486
debtToMarketCap_rk,0.000971399397416817
taxAssets_rk,0.0009658865452315457
salesMaturitiesOfInvestments_rk,0.0009620133528278634
cashConversionCycle_rk,0.000958146988769623
receivablesTurnover_rk,0.000950640884262008
costAndExpenses_rk,0.0009485391825272814
totalNonCurrentLiabilities_rk,0.0009430288396486485
eps_growth_yoy_rk,0.0009371441330216343
threeYBottomLineNetIncomeGrowthPerShare_rk,0.0009299563655173781
operatingCashFlowPerShare_rk,0.0009120851044457904
netDebtToEBITDA_rk,0.0009077417676312076
incomeBeforeTax_rk,0.000906050032156025
freeCashFlowYield_rk,0.0008909612535223301
evToOperatingCashFlow_rk,0.0008859860643860459
totalNonCurrentAssets_rk,0.0008858216383185118
daysOfInventoryOutstanding_rk,0.0008773197091021841
longTermInvestments_rk,0.000871488365322173
fiveYBottomLineNetIncomeGrowthPerShare_rk,0.0008451996151662834
totalCurrentAssets_rk,0.0008363493385577127
shareholdersEquityPerShare_rk,0.0008332443860831546
averageReceivables_rk,0.0008200628466603195
assetGrowth_rk,0.0008170709100439987
accumulatedOtherComprehensiveIncomeLoss_rk,0.000816012678857847
operatingCashFlowSalesRatio_rk,0.0008121510629117197
stockPrice_rk,0.0008033178012852361
marketCapitalization_rk,0.0007907247750766036
evToSales_rk,0.0007868540472086486
daysOfSalesOutstanding_rk,0.0007835071216509276
freeCashFlowGrowth_rk,0.0007832492890013063
grossProfit_rk,0.0007737534053106423
capexToOperatingCashFlow_rk,0.0007577945897071423
cashAtEndOfPeriod_rk,0.0007522091943824853
interestBurden_rk,0.0007450979938365905
key_metrics_evToEBITDA_rk,0.0007338758236603331
averagePayables_rk,0.0007292623324909788
prepaids_rk,0.0007267293233493929
capitalLeaseObligations_rk,0.0007148734391789204
operatingReturnOnAssets_rk,0.0007133634799813586
tangibleAssetValue_rk,0.0007121867633494184
sellingAndMarketingExpenses_rk,0.0007065031793109944
capitalLeaseObligationsCurrent_rk,0.0007056217382698689
fiveYRevenueGrowthPerShare_rk,0.0006918528950418456
freeCashFlow_rk,0.0006900305067667767
commonDividendsPaid_rk,0.0006793518897547152
inventoryTurnover_rk,0.0006740354029998445
priceToEarningsRatio_rk,0.0006712665493119141
ratios_priceToFairValue_rk,0.0006701818635145673
cashAndShortTermInvestments_rk,0.0006676983006548594
totalOtherIncomeExpensesNet_rk,0.0006652091744625814
tenYRevenueGrowthPerShare_rk,0.0006628333144303105
retainedEarnings_rk,0.000656357391311882
continuousOperationsProfitMargin_rk,0.0006487172009933881
netProfitMargin_rk,0.0006200020519152697
netCashProvidedByOperatingActivities_rk,0.0006185663381751579
cashAndCashEquivalents_rk,0.0006174170185244257
revenuePerShare_rk,0.0006139882358895248
freeCashFlowToEquity_rk,0.0006043804989889948
priceToFreeCashFlowRatio_rk,0.0006006191673691239
capexToRevenue_rk,0.0005952521667884699
interestExpense_rk,0.000587989283957033
earningsYield_rk,0.0005869022568718679
returnOnInvestedCapital_rk,0.0005728470857209362
dividendPerShare_rk,0.0005692957521308614
capitalExpenditureCoverageRatio_rk,0.0005602457807588099
operatingCycle_rk,0.0005563382089179019
netDividendsPaid_rk,0.0005422056362763525
accountsReceivables_rk,0.0005416500341749311
returnOnCapitalEmployed_rk,0.0005354265910617673
eps_rk,0.0005259887462582267
operatingExpenses_rk,0.0005173965096577881
fiveYDividendperShareGrowthPerShare_rk,0.000517335487986144
fixedAssetTurnover_rk,0.000509007499785735
threeYRevenueGrowthPerShare_rk,0.00050860112155778
netCashProvidedByInvestingActivities_rk,0.0004934138413518862
goodwillAndIntangibleAssets_rk,0.0004885015359665648
debtToEquityRatio_rk,0.0004773182538636693
grahamNumber_rk,0.0004613418151183603
debtToCapitalRatio_rk,0.000460492561711196
freeCashFlowPerShare_rk,0.0004472489108644455
accountPayables_rk,0.00044619135069685976
otherCurrentLiabilities_rk,0.0004391494926475108
netCurrentAssetValue_rk,0.00043844897943857877
netDebt_rk,0.00043203287551446323
epsgrowth_rk,0.00042251278767708187
solvencyRatio_rk,0.0004194519947491244
interestIncome_rk,0.0004115588405234233
netIncomePerShare_rk,0.0003880797987902828
totalAssets_rk,0.000387794663412486
revenue_rk,0.00037339502606359903
netIncomeGrowth_rk,0.0003568461274818229
netIncomeFromContinuingOperations_rk,0.0003488354732020902
epsDiluted_rk,0.0003385402902397471
freeCashFlowToFirm_rk,0.00033403356950328087
cashRatio_rk,0.0003193630664228643
freeCashFlowOperatingCashFlowRatio_rk,0.0003146837305344852
ebit_rk,0.0003056842089318788
capitalExpenditure_rk,0.0003020200208726228
operatingCashFlow_rk,0.00026749822845395223
returnOnAssets_rk,0.00026670391295183866
operatingIncome_rk,0.0002385627379893887
ebitMargin_rk,0.0002364983834164849
totalEquity_rk,0.00023071997251588298
totalDebt_rk,0.00021731331152722745
longTermDebt_rk,0.0002113467040536947
totalCurrentLiabilities_rk,0.00019979047989755793
propertyPlantEquipmentNet_rk,0.00018175245236386732
shortTermOperatingCashFlowCoverageRatio_rk,0.0001588961760083956
