Date,Ticker,model,bucket,period,score,stock_return,short_return
2014-07-25,KCN,naive,quintile,IS,0.847457627118644,0.005524902939582299,-0.005524902939582299
2014-07-25,LYC,naive,quintile,IS,0.8677966101694915,-0.10810786974423692,0.10810786974423692
2014-07-25,MIN,naive,quintile,IS,0.9661016949152542,-0.007353038572723292,0.007353038572723292
2014-07-25,MND,naive,quintile,IS,0.9864406779661017,0.025932728872900324,-0.025932728872900324
2014-07-25,MSB,naive,quintile,IS,0.9322033898305084,0.044117538110336474,-0.044117538110336474
2014-07-25,MTS,naive,quintile,IS,0.9796610169491525,0.014337229568943455,-0.014337229568943455
2014-07-25,MYR,naive,quintile,IS,0.9830508474576272,0.05803602970691757,-0.05803602970691757
2014-07-25,NUF,naive,quintile,IS,0.9254237288135593,-0.024069973350051344,0.024069973350051344
2014-07-25,NWH,naive,quintile,IS,0.8372881355932204,-0.00930225854868838,0.00930225854868838
2014-07-25,NXT,naive,quintile,IS,0.9593220338983051,0.03939426751278008,-0.03939426751278008
2014-07-25,ORI,naive,quintile,IS,0.8338983050847457,-0.06075588918795294,0.06075588918795294
2014-07-25,PDN,naive,quintile,IS,0.9694915254237289,0.1184211638998276,-0.1184211638998276
2014-07-25,RFG,naive,quintile,IS,0.8711864406779661,0.008695566658454945,-0.008695566658454945
2014-07-25,RRL,naive,quintile,IS,0.9389830508474576,0.01101927074607767,-0.01101927074607767
2014-07-25,SGM,naive,quintile,IS,0.888135593220339,0.07760913414034909,-0.07760913414034909
2014-07-25,SPL,naive,quintile,IS,0.8983050847457628,-0.11904758018971451,0.11904758018971451
2014-07-25,SXL,naive,quintile,IS,0.8542372881355932,-0.029045419924887295,0.029045419924887295
2014-07-25,WHC,naive,quintile,IS,0.9423728813559322,0.16272176470615185,-0.16272176470615185
2014-08-29,ACR,naive,quintile,IS,0.9965870307167235,-0.27739597679962247,0.27739597679962247
2014-08-29,ALQ,naive,quintile,IS,0.9180887372013652,-0.25134413448825554,0.25134413448825554
2014-08-29,ANN,naive,quintile,IS,0.8600682593856656,-0.020100411616815306,0.020100411616815306
2014-08-29,BRU,naive,quintile,IS,0.9112627986348123,-0.1999997623671872,0.1999997623671872
2014-08-29,COH,naive,quintile,IS,0.931740614334471,-0.04026829462783754,0.04026829462783754
2014-08-29,DOW,naive,quintile,IS,0.8737201365187713,-0.09856279084888286,0.09856279084888286
2014-08-29,ELD,naive,quintile,IS,0.8498293515358362,0.11455189694468992,-0.11455189694468992
2014-08-29,EVN,naive,quintile,IS,0.8464163822525598,0.0002720231491475378,-0.0002720231491475378
2014-08-29,FLT,naive,quintile,IS,0.9010238907849829,-0.062055421033858305,0.062055421033858305
2014-08-29,FMG,naive,quintile,IS,0.9419795221843004,-0.13022106933864386,0.13022106933864386
2014-08-29,GEM,naive,quintile,IS,0.8771331058020477,-0.03729994487144772,0.03729994487144772
2014-08-29,GNC,naive,quintile,IS,0.89419795221843,-0.05077258959897413,0.05077258959897413
2014-08-29,GWA,naive,quintile,IS,0.8907849829351536,-0.1206147432953305,0.1206147432953305
2014-08-29,ILU,naive,quintile,IS,0.9795221843003413,-0.0747980025797399,0.0747980025797399
2014-08-29,JBH,naive,quintile,IS,0.9863481228668942,-0.07528134339895809,0.07528134339895809
2014-08-29,KAR,naive,quintile,IS,0.9505119453924915,-0.08707111250085198,0.08707111250085198
2014-08-29,KCN,naive,quintile,IS,0.8532423208191127,-0.16483518459193858,0.16483518459193858
2014-08-29,LYC,naive,quintile,IS,0.9078498293515358,-0.28124976394663703,0.28124976394663703
2014-08-29,MIN,naive,quintile,IS,0.9556313993174061,-0.1512098576131259,0.1512098576131259
2014-08-29,MND,naive,quintile,IS,0.9590443686006825,-0.1389627081437178,0.1389627081437178
2014-08-29,MSB,naive,quintile,IS,0.9249146757679181,-0.1351888706141735,0.1351888706141735
2014-08-29,MTS,naive,quintile,IS,0.9931740614334471,-0.07829201365349725,0.07829201365349725
2014-08-29,MYR,naive,quintile,IS,0.9897610921501706,-0.171545747287837,0.171545747287837
2014-08-29,NUF,naive,quintile,IS,0.9283276450511946,0.12761028611534342,-0.12761028611534342
2014-08-29,NWH,naive,quintile,IS,0.856655290102389,-0.17224868532651882,0.17224868532651882
2014-08-29,NXT,naive,quintile,IS,0.9726962457337884,-0.1209675835856745,0.1209675835856745
2014-08-29,OFX,naive,quintile,IS,0.8395904436860068,-0.020161436601195293,0.020161436601195293
2014-08-29,PDN,naive,quintile,IS,0.9829351535836177,-0.058823329644460465,0.058823329644460465
2014-08-29,RFG,naive,quintile,IS,0.8839590443686007,0.06643123987878585,-0.06643123987878585
2014-08-29,RRL,naive,quintile,IS,0.962457337883959,-0.07954573212304794,0.07954573212304794
2014-08-29,SGM,naive,quintile,IS,0.9215017064846417,-0.06893667943167603,0.06893667943167603
2014-08-29,SLX,naive,quintile,IS,0.8430034129692833,-0.17241376475403358,0.17241376475403358
2014-08-29,SPL,naive,quintile,IS,0.8873720136518771,-0.10489509207000602,0.10489509207000602
2014-08-29,SXL,naive,quintile,IS,0.8668941979522184,-0.05635818784262603,0.05635818784262603
2014-08-29,WHC,naive,quintile,IS,0.9453924914675768,-0.13924058449753351,0.13924058449753351
2014-09-26,ACR,naive,quintile,IS,0.9966777408637874,-0.16254412181112166,0.16254412181112166
2014-09-26,ALQ,naive,quintile,IS,0.9219269102990033,0.0,-0.0
2014-09-26,ANN,naive,quintile,IS,0.8239202657807309,0.002564008908114479,-0.002564008908114479
2014-09-26,BCI,naive,quintile,IS,0.9169435215946844,-0.19364165369118835,0.19364165369118835
2014-09-26,BRU,naive,quintile,IS,0.9086378737541528,0.0067568559934030326,-0.0067568559934030326
2014-09-26,COH,naive,quintile,IS,0.9867109634551495,0.05583951014911759,-0.05583951014911759
2014-09-26,DOW,naive,quintile,IS,0.8803986710963455,0.07061542021624567,-0.07061542021624567
2014-09-26,ELD,naive,quintile,IS,0.8205980066445183,0.0,-0.0
2014-09-26,EVN,naive,quintile,IS,0.8837209302325582,-0.14094040967088084,0.14094040967088084
2014-09-26,FLT,naive,quintile,IS,0.9136212624584718,-0.023914663276084824,0.023914663276084824
2014-09-26,FMG,naive,quintile,IS,0.9634551495016611,-0.019774021888583793,0.019774021888583793
2014-09-26,GNC,naive,quintile,IS,0.8338870431893688,0.015115988036758177,-0.015115988036758177
2014-09-26,GWA,naive,quintile,IS,0.8504983388704319,0.04942998867357051,-0.04942998867357051
2014-09-26,ILU,naive,quintile,IS,0.9700996677740864,-0.07142845164760925,0.07142845164760925
2014-09-26,JBH,naive,quintile,IS,0.9833887043189369,-0.04871826116943523,0.04871826116943523
2014-09-26,KAR,naive,quintile,IS,0.9435215946843853,-0.13005788815507824,0.13005788815507824
2014-09-26,KCN,naive,quintile,IS,0.9335548172757475,0.0,-0.0
2014-09-26,LYC,naive,quintile,IS,0.9036544850498339,-0.4086961196183201,0.4086961196183201
2014-09-26,MIN,naive,quintile,IS,0.9601328903654485,-0.017142796150550588,0.017142796150550588
2014-09-26,MND,naive,quintile,IS,0.9667774086378738,-0.014683231250949058,0.014683231250949058
2014-09-26,MSB,naive,quintile,IS,0.9086378737541528,-0.12413798660765485,0.12413798660765485
2014-09-26,MTS,naive,quintile,IS,0.9900332225913622,0.07335957304979135,-0.07335957304979135
2014-09-26,MYR,naive,quintile,IS,1.0,-0.08205116034228044,0.08205116034228044
2014-09-26,NUF,naive,quintile,IS,0.9269102990033222,0.02330159924113473,-0.02330159924113473
2014-09-26,NXT,naive,quintile,IS,0.9767441860465116,0.12538220876405326,-0.12538220876405326
2014-09-26,OFX,naive,quintile,IS,0.8272425249169435,0.03703714354129972,-0.03703714354129972
2014-09-26,ORI,naive,quintile,IS,0.8372093023255814,0.0227033599636306,-0.0227033599636306
2014-09-26,PDN,naive,quintile,IS,0.9800664451827242,-0.17500011743982813,0.17500011743982813
2014-09-26,RFG,naive,quintile,IS,0.8604651162790697,-0.016194564230828212,0.016194564230828212
2014-09-26,RRL,naive,quintile,IS,0.973421926910299,-0.07407380293438892,0.07407380293438892
2014-09-26,SGM,naive,quintile,IS,0.9219269102990033,-0.01180324351365436,0.01180324351365436
2014-09-26,SLX,naive,quintile,IS,0.8637873754152824,-0.09722229120907688,0.09722229120907688
2014-09-26,SPL,naive,quintile,IS,0.8770764119601329,0.023437478172126713,-0.023437478172126713
2014-09-26,SXL,naive,quintile,IS,0.893687707641196,-0.16326518625008435,0.16326518625008435
2014-09-26,WHC,naive,quintile,IS,0.9401993355481728,-0.09705869324070426,0.09705869324070426
2014-10-31,ACR,naive,quintile,IS,0.993421052631579,0.16894981784418261,-0.16894981784418261
2014-10-31,ALQ,naive,quintile,IS,0.9243421052631579,-0.1047957284192711,0.1047957284192711
2014-10-31,ANN,naive,quintile,IS,0.8289473684210527,0.04826555556667933,-0.04826555556667933
2014-10-31,BCI,naive,quintile,IS,0.8618421052631579,-0.4883720420315788,0.4883720420315788
2014-10-31,BRU,naive,quintile,IS,0.8947368421052632,-0.3014707367880033,0.3014707367880033
2014-10-31,COH,naive,quintile,IS,0.9802631578947368,-0.05322625757872401,0.05322625757872401
2014-10-31,DOW,naive,quintile,IS,0.8881578947368421,-0.09282685893753062,0.09282685893753062
2014-10-31,EVN,naive,quintile,IS,0.9046052631578947,-0.10833320959995363,0.10833320959995363
2014-10-31,FLT,naive,quintile,IS,0.9342105263157895,-0.03554385918538783,0.03554385918538783
2014-10-31,FMG,naive,quintile,IS,0.9605263157894737,-0.16000009099358736,0.16000009099358736
2014-10-31,GNC,naive,quintile,IS,0.8421052631578947,-0.06319099761793068,0.06319099761793068
2014-10-31,GWA,naive,quintile,IS,0.8486842105263158,0.03663004521225366,-0.03663004521225366
2014-10-31,HVN,naive,quintile,IS,0.8256578947368421,-0.015058299046323942,0.015058299046323942
2014-10-31,IFL,naive,quintile,IS,0.837171052631579,0.00885916798780717,-0.00885916798780717
2014-10-31,ILU,naive,quintile,IS,0.9506578947368421,-0.048611221016858885,0.048611221016858885
2014-10-31,JBH,naive,quintile,IS,0.9901315789473685,-0.008968939815500732,0.008968939815500732
2014-10-31,KAR,naive,quintile,IS,0.9539473684210527,-0.04745783444833096,0.04745783444833096
2014-10-31,KCN,naive,quintile,IS,0.9638157894736842,-0.03448284508169508,0.03448284508169508
2014-10-31,MIN,naive,quintile,IS,0.9703947368421053,-0.10235280879368602,0.10235280879368602
2014-10-31,MND,naive,quintile,IS,0.9473684210526315,-0.27316315608733155,0.27316315608733155
2014-10-31,MSB,naive,quintile,IS,0.9144736842105263,-0.023809641884707355,0.023809641884707355
2014-10-31,MTS,naive,quintile,IS,0.9967105263157895,-0.07773875344571402,0.07773875344571402
2014-10-31,MYR,naive,quintile,IS,1.0,-0.1649485522984656,0.1649485522984656
2014-10-31,NUF,naive,quintile,IS,0.8552631578947368,-0.07070718324687464,0.07070718324687464
2014-10-31,NXT,naive,quintile,IS,0.9671052631578947,-0.025125540589798767,0.025125540589798767
2014-10-31,ORI,naive,quintile,IS,0.8914473684210527,-0.11650501623396337,0.11650501623396337
2014-10-31,PDN,naive,quintile,IS,0.9835526315789473,0.2895925785682798,-0.2895925785682798
2014-10-31,PRU,naive,quintile,IS,0.8322368421052632,-0.04838684871744425,0.04838684871744425
2014-10-31,RFG,naive,quintile,IS,0.837171052631579,0.014362706253024049,-0.014362706253024049
2014-10-31,RRL,naive,quintile,IS,0.9736842105263158,0.043477845703104645,-0.043477845703104645
2014-10-31,SGM,naive,quintile,IS,0.9407894736842105,-0.046678519644495764,0.046678519644495764
2014-10-31,SLX,naive,quintile,IS,0.875,-0.17241378778793282,0.17241378778793282
2014-10-31,SPL,naive,quintile,IS,0.8585526315789473,-0.1984126999144531,0.1984126999144531
2014-10-31,SUL,naive,quintile,IS,0.9078947368421053,0.0300136385487082,-0.0300136385487082
2014-10-31,SXL,naive,quintile,IS,0.8980263157894737,0.030612335098946453,-0.030612335098946453
2014-10-31,WHC,naive,quintile,IS,0.9572368421052632,-0.18151803162343327,0.18151803162343327
2014-11-28,ACR,naive,quintile,IS,0.987012987012987,0.03125005404357317,-0.03125005404357317
2014-11-28,ALQ,naive,quintile,IS,0.9253246753246753,0.09182135847081985,-0.09182135847081985
2014-11-28,ANN,naive,quintile,IS,0.8311688311688312,0.08009586342125541,-0.08009586342125541
2014-11-28,BCI,naive,quintile,IS,0.9577922077922078,-0.17272802636298057,0.17272802636298057
2014-11-28,BRU,naive,quintile,IS,0.8668831168831169,-0.1473678493693784,0.1473678493693784
2014-11-28,CDU,naive,quintile,IS,0.827922077922078,-0.042553208401426956,0.042553208401426956
2014-11-28,COH,naive,quintile,IS,0.9675324675324676,0.10280357995674683,-0.10280357995674683
2014-11-28,DOW,naive,quintile,IS,0.8798701298701299,0.09302338788512543,-0.09302338788512543
2014-11-28,EVN,naive,quintile,IS,0.9204545454545454,0.14018680848409093,-0.14018680848409093
2014-11-28,FLT,naive,quintile,IS,0.9123376623376623,-0.1899579044431695,0.1899579044431695
2014-11-28,FMG,naive,quintile,IS,0.9642857142857143,-0.13605427208394516,0.13605427208394516
2014-11-28,GNC,naive,quintile,IS,0.8766233766233766,0.007380112218239754,-0.007380112218239754
2014-11-28,GWA,naive,quintile,IS,0.8636363636363636,0.028268402240181567,-0.028268402240181567
2014-11-28,HVN,naive,quintile,IS,0.8344155844155844,-0.038488814422168005,0.038488814422168005
2014-11-28,IFL,naive,quintile,IS,0.8571428571428571,-0.029637877733823426,0.029637877733823426
2014-11-28,ILU,naive,quintile,IS,0.8993506493506493,-0.12408728080798359,0.12408728080798359
2014-11-28,JBH,naive,quintile,IS,0.9805194805194806,0.014867596107642989,-0.014867596107642989
2014-11-28,KAR,naive,quintile,IS,0.9025974025974026,-0.12099638469930385,0.12099638469930385
2014-11-28,KCN,naive,quintile,IS,0.9772727272727273,-0.08571423130266442,0.08571423130266442
2014-11-28,MGX,naive,quintile,IS,0.8538961038961039,-0.4146341327733829,0.4146341327733829
2014-11-28,MIN,naive,quintile,IS,0.9707792207792207,-0.041939533490294445,0.041939533490294445
2014-11-28,MND,naive,quintile,IS,0.935064935064935,0.030769216892302165,-0.030769216892302165
2014-11-28,MSB,naive,quintile,IS,0.9285714285714286,0.05609758575665058,-0.05609758575665058
2014-11-28,MTS,naive,quintile,IS,0.9967532467532467,-0.2832179289512532,0.2832179289512532
2014-11-28,MYR,naive,quintile,IS,1.0,-0.15740727401377153,0.15740727401377153
2014-11-28,NXT,naive,quintile,IS,0.9512987012987013,-0.06958724021610596,0.06958724021610596
2014-11-28,ORI,naive,quintile,IS,0.8863636363636364,0.06519271769396262,-0.06519271769396262
