model,strategy,period,CAGR,vol,Sharpe,Sortino,MaxDD,Calmar,hit_rate,avg_turnover,n_rebalances
ew,quintile_short,ALL,-0.056541852076371746,0.1925785187065958,-0.2024307505214062,-0.2644772753075727,-0.6989475083989065,-0.08089570589627443,0.46596858638743455,0.24720301413999432,191
ew,quintile_short,IS,-0.059140392092399297,0.18970826664696241,-0.22222659128995453,-0.2855966786888866,-0.6903530303168541,-0.08566688273281772,0.46153846153846156,0.2469179345263877,156
ew,quintile_short,OOS,-0.0448722274985478,0.20774612165171266,-0.11954508121036929,-0.16959515483945764,-0.364534917050635,-0.12309445652448957,0.4857142857142857,0.24847365470349797,35
ew,long_short_quintile,ALL,0.06725854629687977,0.14124241046601685,0.5335037430704656,0.7900428651383261,-0.42613360282610946,0.15783441120536482,0.6178010471204188,0.5409774879016839,191
ew,long_short_quintile,IS,0.04997080649711272,0.13031883561849664,0.44200932040963636,0.5955821855781442,-0.42613360282610946,0.11726558564193797,0.6410256410256411,0.5426837318649439,156
ew,long_short_quintile,OOS,0.1478405353080996,0.182762316907644,0.8452128264937423,1.7322112006506911,-0.1632945116784026,0.9053613240796571,0.5142857142857142,0.5333725148082966,35
gbm_cls,quintile_short,ALL,-0.14714089596558433,0.17797201994101117,-0.7984684999163569,-0.9642451351387319,-0.8846473645137218,-0.16632717381853684,0.37012987012987014,0.48386089142797767,154
gbm_cls,quintile_short,IS,-0.1385358513713697,0.18214443523789345,-0.7217571017826155,-0.8886080999245481,-0.7971012891677423,-0.17379955753931314,0.37815126050420167,0.48127890051813077,119
gbm_cls,quintile_short,OOS,-0.1757602271425346,0.16506230605374259,-1.0801042176921067,-1.2259814159982554,-0.5121554440456331,-0.34317750438063166,0.34285714285714286,0.49263966052145725,35
gbm_cls,long_short_quintile,ALL,-0.08341240598271371,0.11471844779039979,-0.6984977970065962,-0.8225348679603656,-0.702317874967954,-0.11876731171981025,0.44805194805194803,0.966176193683666,154
gbm_cls,long_short_quintile,IS,-0.06045689430583712,0.10479931418578982,-0.5409434254203148,-0.66549848518205,-0.5512183626415712,-0.10967866530445959,0.46218487394957986,0.9615531045412787,119
gbm_cls,long_short_quintile,OOS,-0.15734718719307228,0.1428258667296313,-1.119033051380044,-1.2227259444597645,-0.4326160743789317,-0.36371091254286286,0.4,0.9818946967677823,35
gbm_rank,quintile_short,ALL,-0.13595844015329084,0.22103851645003095,-0.5431194033683163,-0.6627174673656621,-0.8709006759947898,-0.15611245220127054,0.42207792207792205,0.3431289934745256,154
gbm_rank,quintile_short,IS,-0.13026371116050428,0.2140854042539253,-0.5369529375389708,-0.6475504736141666,-0.8153700491094186,-0.15976023561667954,0.42857142857142855,0.35906887875033455,119
gbm_rank,quintile_short,OOS,-0.15504306887407937,0.24649916288946752,-0.5573182285430497,-0.7119054907061302,-0.5485440432468817,-0.28264470425449423,0.4,0.28893338353677495,35
