Date,Ticker,weight,side,fwd_ret_4w,ShortPct,mktCap,trade_return,position_pnl,model
2025-07-25,BOE,-0.017241379310344827,-1,-0.4941176528336678,13.0,1923526159.0,0.4941176528336678,0.008519269876442548,gbm_rank
2025-07-25,BOE,-0.017241379310344827,-1,-0.4941176528336678,13.0,1923526159.0,0.4941176528336678,0.008519269876442548,naive
2023-12-29,APX,-0.01694915254237288,-1,-0.4920634995722657,1.57,220491445.0,0.4920634995722657,0.008340059314784164,gbm_rank
2023-12-29,APX,-0.01694915254237288,-1,-0.4920634995722657,1.57,220491445.0,0.4920634995722657,0.008340059314784164,logit
2026-01-30,BOT,-0.017543859649122806,-1,-0.4909090724365769,3.22,265170426.0,0.4909090724365769,0.008612439867308365,gbm_rank
2023-08-25,CHN,-0.01639344262295082,-1,-0.4827586123515917,3.08,2370392820.0,0.4827586123515917,0.007914075612321176,logit
2023-08-25,CHN,-0.01639344262295082,-1,-0.4827586123515917,3.08,2370392820.0,0.4827586123515917,0.007914075612321176,naive
2024-06-28,AGY,-0.01639344262295082,-1,-0.4782608660441491,2.11,203372360.0,0.4782608660441491,0.007840342066297527,gbm_rank
2024-06-28,AGY,-0.01639344262295082,-1,-0.4782608660441491,2.11,203372360.0,0.4782608660441491,0.007840342066297527,logit
2025-02-28,FBR,-0.01639344262295082,-1,-0.4736842053666338,1.81,190859915.0,0.4736842053666338,0.007765314842075964,logit
2025-02-28,FBR,-0.01639344262295082,-1,-0.4736842053666338,1.81,190859915.0,0.4736842053666338,0.007765314842075964,gbm_rank
2026-02-27,SYR,-0.017241379310344827,-1,-0.4680851050338469,3.72,293188583.0,0.4680851050338469,0.008070432845411153,gbm_rank
2025-06-27,BOT,-0.01694915254237288,-1,-0.46031745055605455,3.94,790372380.0,0.46031745055605455,0.007801990687390755,logit
2025-06-27,BOT,-0.01694915254237288,-1,-0.46031745055605455,3.94,790372380.0,0.46031745055605455,0.007801990687390755,naive
2025-06-27,BOT,-0.01694915254237288,-1,-0.46031745055605455,3.94,790372380.0,0.46031745055605455,0.007801990687390755,gbm_rank
2024-04-26,AMS,-0.01639344262295082,-1,-0.4588235340522647,0.97,39948417.0,0.4588235340522647,0.0075216972795453235,gbm_rank
2024-09-27,WEB,-0.016666666666666666,-1,-0.4527026839810103,6.18,3444941675.0,0.4527026839810103,0.007545044733016839,naive
2024-08-30,SGR,-0.01639344262295082,-1,-0.44444442972724785,4.92,1371331761.0,0.44444442972724785,0.007285974257823735,logit
2024-08-30,SGR,-0.01639344262295082,-1,-0.44444442972724785,4.92,1371331761.0,0.44444442972724785,0.007285974257823735,naive
2023-12-29,LTR,-0.01694915254237288,-1,-0.44242422425276184,8.13,6218426920.0,0.44242422425276184,0.007498715665301048,naive
2026-02-27,LOT,-0.017241379310344827,-1,-0.4406392731347122,6.05,450131140.0,0.4406392731347122,0.00759722884715021,logit
2026-02-27,LOT,-0.017241379310344827,-1,-0.4406392731347122,6.05,450131140.0,0.4406392731347122,0.00759722884715021,naive
2023-12-29,CTM,-0.01694915254237288,-1,-0.4392523416546984,0.17,381474470.0,0.4392523416546984,0.007444954943299973,gbm_rank
2023-12-29,CTM,-0.01694915254237288,-1,-0.4392523416546984,0.17,381474470.0,0.4392523416546984,0.007444954943299973,logit
2023-07-28,RCR,-0.01639344262295082,-1,-0.436363642521141,0.22,3184826.08,0.436363642521141,0.007153502336412148,gbm_rank
2023-06-30,PAN,-0.01639344262295082,-1,-0.43478259813244724,0.26,188684088.0,0.43478259813244724,0.0071275835759417585,gbm_rank
2026-03-27,COH,-0.017543859649122806,-1,-0.4281266467871253,4.74,17051821472.0,0.4281266467871253,0.0075109938032829,logit
2026-03-27,COH,-0.017543859649122806,-1,-0.4281266467871253,4.74,17051821472.0,0.4281266467871253,0.0075109938032829,naive
2026-03-27,COH,-0.017543859649122806,-1,-0.4281266467871253,4.74,17051821472.0,0.4281266467871253,0.0075109938032829,ew
2023-09-29,LTR,-0.01639344262295082,-1,-0.4251700597522361,7.83,6218426920.0,0.4251700597522361,0.006970000979544855,naive
2023-08-25,APX,-0.01639344262295082,-1,-0.42410746783607256,7.13,220491445.0,0.42410746783607256,0.006952581439935616,gbm_rank
2023-08-25,APX,-0.01639344262295082,-1,-0.42410746783607256,7.13,220491445.0,0.42410746783607256,0.006952581439935616,logit
2023-08-25,APX,-0.01639344262295082,-1,-0.42410746783607256,7.13,220491445.0,0.42410746783607256,0.006952581439935616,naive
2024-10-25,PEN,-0.01694915254237288,-1,-0.4183673655574689,1.31,295978850.0,0.4183673655574689,0.007090972297584219,gbm_rank
2023-06-30,PEN,-0.01639344262295082,-1,-0.4176472659334811,0.2,449577101.0,0.4176472659334811,0.006846676490712806,gbm_rank
2023-06-30,PEN,-0.01639344262295082,-1,-0.4176472659334811,0.2,449577101.0,0.4176472659334811,0.006846676490712806,gbm_cls
2024-11-29,GLL,-0.016666666666666666,-1,-0.41666665373163103,0.01,7465348.0,0.41666665373163103,0.0069444442288605175,logit
2024-11-29,GLL,-0.016666666666666666,-1,-0.41666665373163103,0.01,7465348.0,0.41666665373163103,0.0069444442288605175,gbm_rank
2024-12-27,SGR,-0.016666666666666666,-1,-0.4102563779264735,6.4,1371331761.0,0.4102563779264735,0.0068376062987745585,naive
2026-02-27,KCN,-0.017241379310344827,-1,-0.4087792637426153,0.59,1448717139.0,0.4087792637426153,0.007047918340389919,ew
2024-09-27,DUB,-0.016666666666666666,-1,-0.40625004729372227,0.55,28205581.0,0.40625004729372227,0.006770834121562038,logit
2026-01-30,AQZ,-0.017543859649122806,-1,-0.4052863281122815,0.19,199643395.0,0.4052863281122815,0.007110286458110201,logit
2023-08-25,BRN,-0.01639344262295082,-1,-0.4,7.84,445677418.0,0.4,0.006557377049180329,naive
2024-02-23,LKE,-0.01694915254237288,-1,-0.4,4.0,184922400.0,0.4,0.006779661016949153,naive
2024-07-26,IXR,-0.01639344262295082,-1,-0.4,0.08,49693557.0,0.4,0.006557377049180329,gbm_rank
2024-02-23,LKE,-0.01694915254237288,-1,-0.4,4.0,184922400.0,0.4,0.006779661016949153,logit
2024-07-26,IXR,-0.01639344262295082,-1,-0.4,0.08,49693557.0,0.4,0.006557377049180329,logit
2024-02-23,LKE,-0.01694915254237288,-1,-0.4,4.0,184922400.0,0.4,0.006779661016949153,gbm_rank
2023-08-25,BRN,-0.01639344262295082,-1,-0.4,7.84,445677418.0,0.4,0.006557377049180329,logit
2024-07-26,IXR,-0.01639344262295082,-1,-0.4,0.08,49693557.0,0.4,0.006557377049180329,gbm_cls
2023-09-29,LVT,-0.01639344262295082,-1,-0.3999999813735481,0.12,10263946.0,0.3999999813735481,0.006557376743828658,gbm_rank
2025-03-28,FBR,-0.01639344262295082,-1,-0.3999999813735481,0.36,190859915.0,0.3999999813735481,0.006557376743828658,gbm_rank
2023-09-29,LVT,-0.01639344262295082,-1,-0.3999999813735481,0.12,10263946.0,0.3999999813735481,0.006557376743828658,logit
2024-10-25,88E,-0.01694915254237288,-1,-0.3999999761581421,0.02,59776972.0,0.3999999761581421,0.006779660612849866,logit
2026-02-27,DEV,-0.017241379310344827,-1,-0.3999999761581421,0.36,79614595.0,0.3999999761581421,0.006896551313071415,gbm_rank
2024-10-25,88E,-0.01694915254237288,-1,-0.3999999761581421,0.02,59776972.0,0.3999999761581421,0.006779660612849866,gbm_rank
2026-02-27,DEV,-0.017241379310344827,-1,-0.3999999761581421,0.36,79614595.0,0.3999999761581421,0.006896551313071415,gbm_cls
2025-06-27,IMU,-0.01694915254237288,-1,-0.38914024952634874,5.22,274528132.0,0.38914024952634874,0.006595597449599131,naive
2024-07-26,GLL,-0.01639344262295082,-1,-0.38461536808303154,0.11,7465348.0,0.38461536808303154,0.006305169968574288,logit
2024-07-26,GLL,-0.01639344262295082,-1,-0.38461536808303154,0.11,7465348.0,0.38461536808303154,0.006305169968574288,gbm_rank
2025-04-24,IMU,-0.01639344262295082,-1,-0.3846153534956607,5.21,274528132.0,0.3846153534956607,0.0063051697294370605,naive
2025-04-24,IMU,-0.01639344262295082,-1,-0.3846153534956607,5.21,274528132.0,0.3846153534956607,0.0063051697294370605,gbm_rank
2026-02-27,NST,-0.017241379310344827,-1,-0.3823564079317149,0.73,38191824000.0,0.3823564079317149,0.0065923518608916355,gbm_cls
2025-04-24,MYX,-0.01639344262295082,-1,-0.38122336062474216,2.71,502792594.0,0.38122336062474216,0.0062495632889302,gbm_cls
2025-04-24,MYX,-0.01639344262295082,-1,-0.38122336062474216,2.71,502792594.0,0.38122336062474216,0.0062495632889302,gbm_rank
2023-12-29,CHN,-0.01694915254237288,-1,-0.3805310207528949,5.73,2370392820.0,0.3805310207528949,0.006449678317845676,logit
2023-12-29,CHN,-0.01694915254237288,-1,-0.3805310207528949,5.73,2370392820.0,0.3805310207528949,0.006449678317845676,naive
2023-12-29,CHN,-0.01694915254237288,-1,-0.3805310207528949,5.73,2370392820.0,0.3805310207528949,0.006449678317845676,gbm_rank
2023-09-29,CCP,-0.01639344262295082,-1,-0.3797729970479412,5.11,1347726600.0,0.3797729970479412,0.006225786836851496,ew
2023-09-29,CCP,-0.01639344262295082,-1,-0.3797729970479412,5.11,1347726600.0,0.3797729970479412,0.006225786836851496,naive
2023-07-28,CXO,-0.01639344262295082,-1,-0.3787879088912336,11.33,1672665114.0,0.3787879088912336,0.006209637850675961,naive
2023-07-28,CXO,-0.01639344262295082,-1,-0.3787879088912336,11.33,1672665114.0,0.3787879088912336,0.006209637850675961,gbm_rank
2023-07-28,CXO,-0.01639344262295082,-1,-0.3787879088912336,11.33,1672665114.0,0.3787879088912336,0.006209637850675961,ew
2024-02-23,MVP,-0.01694915254237288,-1,-0.37500002429537105,0.44,66476646.0,0.37500002429537105,0.006355932615175781,gbm_rank
2024-02-23,MVP,-0.01694915254237288,-1,-0.37500002429537105,0.44,66476646.0,0.37500002429537105,0.006355932615175781,gbm_cls
2024-02-23,MVP,-0.01694915254237288,-1,-0.37500002429537105,0.44,66476646.0,0.37500002429537105,0.006355932615175781,logit
2025-02-28,OPT,-0.01639344262295082,-1,-0.3749999611948919,3.01,987548701.0,0.3749999611948919,0.006147540347457244,gbm_rank
2025-02-28,OPT,-0.01639344262295082,-1,-0.3749999611948919,3.01,987548701.0,0.3749999611948919,0.006147540347457244,naive
2024-04-26,GLL,-0.01639344262295082,-1,-0.36170212007070757,0.12,24121881.0,0.36170212007070757,0.005929542951978813,gbm_cls
2024-04-26,GLL,-0.01639344262295082,-1,-0.36170212007070757,0.12,24121881.0,0.36170212007070757,0.005929542951978813,logit
2024-04-26,GLL,-0.01639344262295082,-1,-0.36170212007070757,0.12,24121881.0,0.36170212007070757,0.005929542951978813,gbm_rank
2024-08-30,S2R,-0.01639344262295082,-1,-0.36000001430511475,0.0,42568651.0,0.36000001430511475,0.005901639578772373,logit
2024-08-30,S2R,-0.01639344262295082,-1,-0.36000001430511475,0.0,42568651.0,0.36000001430511475,0.005901639578772373,gbm_rank
2026-02-27,DYL,-0.017241379310344827,-1,-0.35931563898896024,7.64,1792444464.0,0.35931563898896024,0.006195097223947591,naive
2026-02-27,DYL,-0.017241379310344827,-1,-0.35931563898896024,7.64,1792444464.0,0.35931563898896024,0.006195097223947591,gbm_rank
2026-04-24,BAP,-0.017241379310344827,-1,-0.3571428343349574,9.45,702583875.0,0.3571428343349574,0.006157635074740645,naive
2026-04-24,BAP,-0.017241379310344827,-1,-0.3571428343349574,9.45,702583875.0,0.3571428343349574,0.006157635074740645,logit
2023-09-29,INR,-0.01639344262295082,-1,-0.35555555702727526,4.86,475494865.0,0.35555555702727526,0.005828779623397956,naive
2026-02-27,NXL,-0.017241379310344827,-1,-0.35509136349533843,3.57,601382178.0,0.35509136349533843,0.0061222648878506624,gbm_cls
2025-01-31,BRN,-0.01639344262295082,-1,-0.3538461503192517,3.34,487813155.0,0.3538461503192517,0.005800756562610684,gbm_cls
2025-01-31,BRN,-0.01639344262295082,-1,-0.3538461503192517,3.34,487813155.0,0.3538461503192517,0.005800756562610684,logit
2025-01-31,BRN,-0.01639344262295082,-1,-0.3538461503192517,3.34,487813155.0,0.3538461503192517,0.005800756562610684,gbm_rank
2025-01-31,BRN,-0.01639344262295082,-1,-0.3538461503192517,3.34,487813155.0,0.3538461503192517,0.005800756562610684,naive
2025-01-31,MIN,-0.01639344262295082,-1,-0.3507718873165895,12.21,6751193887.0,0.3507718873165895,0.005750358808468681,logit
2025-01-31,MIN,-0.01639344262295082,-1,-0.3507718873165895,12.21,6751193887.0,0.3507718873165895,0.005750358808468681,naive
2023-09-29,TYR,-0.01639344262295082,-1,-0.3505535181960001,0.69,592097631.0,0.3505535181960001,0.005746778986819675,logit
2025-05-30,AMI,-0.016666666666666666,-1,-0.35000004967053533,0.09,287877358.0,0.35000004967053533,0.005833334161175588,gbm_rank
2025-05-30,AMI,-0.016666666666666666,-1,-0.35000004967053533,0.09,287877358.0,0.35000004967053533,0.005833334161175588,gbm_cls
2024-05-31,SRL,-0.016666666666666666,-1,-0.34653462132873747,1.47,41053511.0,0.34653462132873747,0.005775577022145624,gbm_cls
2024-05-31,SRL,-0.016666666666666666,-1,-0.34653462132873747,1.47,41053511.0,0.34653462132873747,0.005775577022145624,logit
2024-05-31,SRL,-0.016666666666666666,-1,-0.34653462132873747,1.47,41053511.0,0.34653462132873747,0.005775577022145624,gbm_rank
2025-10-31,ASM,-0.017241379310344827,-1,-0.34158413095364837,0.02,88210114.0,0.34158413095364837,0.005889381568166351,logit
2025-10-31,ASM,-0.017241379310344827,-1,-0.34158413095364837,0.02,88210114.0,0.34158413095364837,0.005889381568166351,gbm_rank
2024-05-31,IMM,-0.016666666666666666,-1,-0.33838999601438835,0.04,387930216.0,0.33838999601438835,0.005639833266906472,gbm_rank
2025-01-31,SLX,-0.01639344262295082,-1,-0.337096732265618,6.67,1199975950.0,0.337096732265618,0.005526175938780623,ew
2025-01-31,SLX,-0.01639344262295082,-1,-0.337096732265618,6.67,1199975950.0,0.337096732265618,0.005526175938780623,logit
2025-01-31,SLX,-0.01639344262295082,-1,-0.337096732265618,6.67,1199975950.0,0.337096732265618,0.005526175938780623,naive
2025-01-31,SLX,-0.01639344262295082,-1,-0.337096732265618,6.67,1199975950.0,0.337096732265618,0.005526175938780623,gbm_rank
2023-07-28,DUB,-0.01639344262295082,-1,-0.3333333747254461,1.67,100937600.0,0.3333333747254461,0.005464481552876166,logit
2023-07-28,DUB,-0.01639344262295082,-1,-0.3333333747254461,1.67,100937600.0,0.3333333747254461,0.005464481552876166,gbm_rank
2025-03-28,88E,-0.01639344262295082,-1,-0.3333333498901785,0.02,57867624.0,0.3333333498901785,0.005464481145740632,gbm_rank
2025-05-30,EDE,-0.016666666666666666,-1,-0.33333333333333337,0.0,123419637.0,0.33333333333333337,0.005555555555555556,gbm_rank
2025-05-30,EDE,-0.016666666666666666,-1,-0.33333333333333337,0.0,123419637.0,0.33333333333333337,0.005555555555555556,gbm_cls
2025-03-28,EDE,-0.01639344262295082,-1,-0.33333333333333337,0.0,123419637.0,0.33333333333333337,0.005464480874316941,gbm_rank
2024-05-31,LKE,-0.016666666666666666,-1,-0.33333333333333337,2.27,184922400.0,0.33333333333333337,0.005555555555555556,logit
2024-02-23,EDE,-0.01694915254237288,-1,-0.33333333333333337,0.0,146680537.0,0.33333333333333337,0.005649717514124295,logit
2024-02-23,EDE,-0.01694915254237288,-1,-0.33333333333333337,0.0,146680537.0,0.33333333333333337,0.005649717514124295,gbm_cls
2024-05-31,LKE,-0.016666666666666666,-1,-0.33333333333333337,2.27,184922400.0,0.33333333333333337,0.005555555555555556,gbm_rank
2024-02-23,EDE,-0.01694915254237288,-1,-0.33333333333333337,0.0,146680537.0,0.33333333333333337,0.005649717514124295,gbm_rank
2024-06-28,CXL,-0.01639344262295082,-1,-0.33098590366898506,3.97,618338794.0,0.33098590366898506,0.005425998420803034,gbm_rank
2024-06-28,CXL,-0.01639344262295082,-1,-0.33098590366898506,3.97,618338794.0,0.33098590366898506,0.005425998420803034,gbm_cls
2024-06-28,CXL,-0.01639344262295082,-1,-0.33098590366898506,3.97,618338794.0,0.33098590366898506,0.005425998420803034,naive
2024-06-28,CXL,-0.01639344262295082,-1,-0.33098590366898506,3.97,618338794.0,0.33098590366898506,0.005425998420803034,logit
2024-01-25,IPD,-0.016666666666666666,-1,-0.33076922547887744,0.32,352277500.0,0.33076922547887744,0.005512820424647957,gbm_rank
2023-12-29,DMP,-0.01694915254237288,-1,-0.3296573333042696,4.16,4136467364.0,0.3296573333042696,0.005587412428885926,logit
2023-12-29,DMP,-0.01694915254237288,-1,-0.3296573333042696,4.16,4136467364.0,0.3296573333042696,0.005587412428885926,naive
2024-10-25,PDN,-0.01694915254237288,-1,-0.32951757022177963,13.71,2551055262.0,0.32951757022177963,0.005585043563081011,gbm_cls
2024-10-25,PDN,-0.01694915254237288,-1,-0.32951757022177963,13.71,2551055262.0,0.32951757022177963,0.005585043563081011,gbm_rank
2024-10-25,PDN,-0.01694915254237288,-1,-0.32951757022177963,13.71,2551055262.0,0.32951757022177963,0.005585043563081011,naive
2024-10-25,PDN,-0.01694915254237288,-1,-0.32951757022177963,13.71,2551055262.0,0.32951757022177963,0.005585043563081011,logit
2024-03-28,HFR,-0.016666666666666666,-1,-0.32941179193014836,1.0,129420631.0,0.32941179193014836,0.00549019653216914,logit
2024-03-28,HFR,-0.016666666666666666,-1,-0.32941179193014836,1.0,129420631.0,0.32941179193014836,0.00549019653216914,gbm_cls
2024-03-28,HFR,-0.016666666666666666,-1,-0.32941179193014836,1.0,129420631.0,0.32941179193014836,0.00549019653216914,gbm_rank
2024-02-23,CLV,-0.01694915254237288,-1,-0.32926832258670624,0.01,135269190.0,0.32926832258670624,0.005580819026893326,logit
2024-02-23,CLV,-0.01694915254237288,-1,-0.32926832258670624,0.01,135269190.0,0.32926832258670624,0.005580819026893326,gbm_rank
2024-02-23,BRN,-0.01694915254237288,-1,-0.3265305985911895,3.95,208052823.0,0.3265305985911895,0.005534416925274398,naive
2024-02-23,BRN,-0.01694915254237288,-1,-0.3265305985911895,3.95,208052823.0,0.3265305985911895,0.005534416925274398,logit
2024-02-23,BRN,-0.01694915254237288,-1,-0.3265305985911895,3.95,208052823.0,0.3265305985911895,0.005534416925274398,gbm_cls
2024-02-23,BRN,-0.01694915254237288,-1,-0.3265305985911895,3.95,208052823.0,0.3265305985911895,0.005534416925274398,gbm_rank
2023-12-29,AGY,-0.01694915254237288,-1,-0.32592596639821403,3.94,547718730.0,0.32592596639821403,0.005524168922003627,logit
2023-12-29,AGY,-0.01694915254237288,-1,-0.32592596639821403,3.94,547718730.0,0.32592596639821403,0.005524168922003627,naive
2023-12-29,SYR,-0.01694915254237288,-1,-0.3255813717089918,14.46,414963178.0,0.3255813717089918,0.005518328334050708,gbm_rank
2023-12-29,SYR,-0.01694915254237288,-1,-0.3255813717089918,14.46,414963178.0,0.3255813717089918,0.005518328334050708,naive
2023-12-29,SYR,-0.01694915254237288,-1,-0.3255813717089918,14.46,414963178.0,0.3255813717089918,0.005518328334050708,logit
2023-12-29,SYR,-0.01694915254237288,-1,-0.3255813717089918,14.46,414963178.0,0.3255813717089918,0.005518328334050708,gbm_cls
2026-02-27,RRL,-0.017241379310344827,-1,-0.3246444346862354,1.06,5717254110.0,0.3246444346862354,0.005597317839417851,ew
2025-09-26,EOS,-0.017241379310344827,-1,-0.32455094505123006,0.21,548034571.0,0.32455094505123006,0.005595705949159139,gbm_rank
2025-09-26,EOS,-0.017241379310344827,-1,-0.32455094505123006,0.21,548034571.0,0.32455094505123006,0.005595705949159139,gbm_cls
2025-09-26,EOS,-0.017241379310344827,-1,-0.32455094505123006,0.21,548034571.0,0.32455094505123006,0.005595705949159139,logit
2026-03-27,EML,-0.017543859649122806,-1,-0.3217391412515047,2.33,356480768.0,0.3217391412515047,0.005644546337745696,logit
2026-04-24,HLS,-0.017241379310344827,-1,-0.32075465332362263,7.97,657150365.0,0.32075465332362263,0.0055302526435107345,naive
2026-04-24,HLS,-0.017241379310344827,-1,-0.32075465332362263,7.97,657150365.0,0.32075465332362263,0.0055302526435107345,logit
2025-06-27,LIC,-0.01694915254237288,-1,-0.320346298006167,9.98,1038670400.0,0.320346298006167,0.005429598271290966,logit
2025-06-27,LIC,-0.01694915254237288,-1,-0.320346298006167,9.98,1038670400.0,0.320346298006167,0.005429598271290966,naive
2023-07-28,GLL,-0.01639344262295082,-1,-0.3181817873942949,0.12,36345575.0,0.3181817873942949,0.005216094875316311,gbm_rank
2023-12-29,CXL,-0.01694915254237288,-1,-0.31778429486107873,3.93,755533810.0,0.31778429486107873,0.005386174489170826,gbm_rank
2023-12-29,CXL,-0.01694915254237288,-1,-0.31778429486107873,3.93,755533810.0,0.31778429486107873,0.005386174489170826,gbm_cls
2023-12-29,CXL,-0.01694915254237288,-1,-0.31778429486107873,3.93,755533810.0,0.31778429486107873,0.005386174489170826,naive
2023-12-29,CXL,-0.01694915254237288,-1,-0.31778429486107873,3.93,755533810.0,0.31778429486107873,0.005386174489170826,logit
2026-02-27,AX1,-0.017241379310344827,-1,-0.3161853189884474,4.01,568120461.0,0.3161853189884474,0.005451471017042196,ew
2026-02-27,AX1,-0.017241379310344827,-1,-0.3161853189884474,4.01,568120461.0,0.3161853189884474,0.005451471017042196,naive
2026-02-27,AX1,-0.017241379310344827,-1,-0.3161853189884474,4.01,568120461.0,0.3161853189884474,0.005451471017042196,logit
2023-07-28,AIS,-0.01639344262295082,-1,-0.3157915170785819,1.07,331652851.0,0.3157915170785819,0.005176910116042327,logit
2023-07-28,AIS,-0.01639344262295082,-1,-0.3157915170785819,1.07,331652851.0,0.3157915170785819,0.005176910116042327,gbm_rank
2024-08-30,TTT,-0.01639344262295082,-1,-0.31578949019519265,0.09,9231388255.0,0.31578949019519265,0.005176876888445782,gbm_cls
2024-08-30,TTT,-0.01639344262295082,-1,-0.31578949019519265,0.09,9231388255.0,0.31578949019519265,0.005176876888445782,logit
2024-08-30,TTT,-0.01639344262295082,-1,-0.31578949019519265,0.09,9231388255.0,0.31578949019519265,0.005176876888445782,gbm_rank
2025-01-31,PNV,-0.01639344262295082,-1,-0.31578947068221364,2.47,1418946480.0,0.31578947068221364,0.005176876568560879,gbm_cls
